,file_name,timestamp,updates_num,diff_updates_num,withdrawls_num,diff_withdrawls_num,peers_num,diff_peers_num,origins_num,diff_origins_num,prefixes_num,diff_prefixes_num,avg_update_per_peer,avg_update_per_origin,avg_prefix_per_peer,avg_prefix_per_origin,new_prefixes_num,more_specific_num,origins_of_new_prefixes,peers_of_new_prefixes,origins_of_more_specific_prefixes,peers_of_more_specific_prefixes,new_peers_num,new_origins_num,Leak_type
719,china8april2010from1550to1610/rrcc13\updates.20100410.1635.txt,1635,2643,-716,2809,-921,9,0,76,-3,1472,-373,605,71,111,3,1441,0,54,8,0,0,0,36,0
720,china8april2010from1550to1610/rrcc13\updates.20100410.1640.txt,1640,4360,1717,2911,102,10,1,93,17,1624,152,727,78,183,3,1589,0,65,9,0,0,1,48,0
721,china8april2010from1550to1610/rrcc13\updates.20100410.1645.txt,1645,4595,235,3088,177,10,0,96,3,1791,167,768,80,256,4,1765,0,75,8,0,0,0,46,0
722,china8april2010from1550to1610/rrcc13\updates.20100410.1650.txt,1650,10125,5530,3412,324,10,0,754,658,7232,5441,1353,17,815,7,7188,0,728,8,0,0,0,698,0
723,china8april2010from1550to1610/rrcc13\updates.20100410.1655.txt,1655,8574,-1551,2882,-530,10,0,682,-72,6998,-234,1145,16,819,8,6956,0,654,9,0,0,0,34,0
724,china8april2010from1550to1610/rrcc13\updates.20100410.1700.txt,1700,6165,-2409,3519,637,9,-1,201,-481,2075,-4923,1076,48,262,2,2043,0,172,9,0,0,0,118,0
725,china8april2010from1550to1610/rrcc13\updates.20100410.1715.txt,1715,3726,-2439,3605,86,9,0,80,-121,1856,-219,814,91,152,4,1813,0,53,8,0,0,0,42,0
726,china8april2010from1550to1610/rrcc13\updates.20100410.1730.txt,1730,2126,-1600,2831,-774,11,2,80,0,1508,-348,450,61,80,2,1484,0,59,8,0,0,2,44,0
727,china8april2010from1550to1610/rrcc13\updates.20100410.1745.txt,1745,7981,5855,3504,673,9,-2,223,143,2575,1067,1276,51,443,4,2551,0,189,9,0,0,0,188,0
728,china8april2010from1550to1610/rrcc13\updates.20100410.1800.txt,1800,5579,-2402,3030,-474,11,2,89,-134,1734,-841,782,96,226,4,1690,0,60,9,0,0,2,59,0
729,china8april2010from1550to1610/rrcc13\updates.20100410.1830.txt,1830,2380,-3199,2884,-146,9,-2,82,-7,1740,6,584,64,112,3,1712,0,61,9,0,0,0,44,0
730,china8april2010from1550to1610/rrcc13\updates.20100410.1900.txt,1900,3113,733,2295,-589,10,1,89,7,1413,-327,540,60,148,3,1381,0,55,9,0,0,1,53,0
731,china8april2010from1550to1610/rrcc13\updates.20100410.1930.txt,1930,3465,352,2480,185,10,0,118,29,1501,88,594,50,146,2,1469,0,90,8,0,0,0,82,0
732,china8april2010from1550to1610/rrcc13\updates.20100410.2000.txt,2000,5084,1619,2326,-154,10,0,163,45,1582,81,741,45,218,3,1533,0,126,9,0,0,1,125,0
733,china8april2010from1550to1610/rrcc13\updates.20100410.2030.txt,2030,2740,-2344,1663,-663,9,-1,94,-69,1068,-514,489,46,174,3,1034,0,68,8,0,0,0,51,0
734,china8april2010from1550to1610/rrcc13\updates.20100410.2100.txt,2100,3744,1004,2065,402,10,1,80,-14,807,-261,580,72,147,3,768,0,57,10,0,0,1,47,0
735,china8april2010from1550to1610/rrcc13\updates.20100410.2130.txt,2130,4568,824,1059,-1006,9,-1,514,434,3800,2993,625,10,420,6,3773,0,488,8,0,0,0,484,0
736,china8april2010from1550to1610/rrcc13\updates.20100410.2205.txt,2205,2175,-2393,881,-178,9,0,78,-436,488,-3312,339,39,100,2,457,0,51,8,0,0,0,42,0
737,china8april2010from1550to1610/rrcc13\updates.20100410.2230.txt,2230,2148,-27,931,50,10,1,73,-5,492,4,307,42,102,3,464,0,46,9,0,0,1,41,0
738,china8april2010from1550to1610/rrcc13\updates.20100410.2300.txt,2300,23251,21103,19903,18972,11,1,2774,2701,29109,28617,3923,15,2042,6,29061,7,2736,11,1,1,1,2737,0
739,china8april2010from1550to1610/rrcc13\updates.20100410.2330.txt,2330,2165,-21086,1104,-18799,10,-1,69,-2705,368,-28741,326,47,75,2,344,0,45,9,0,0,0,27,0
740,china8april2010from1550to1610/rrcc13\updates.20100410.2340.txt,2340,1906,-259,695,-409,10,0,109,40,611,243,260,23,114,4,584,0,82,8,0,0,0,67,0
741,china8april2010from1550to1610/rrcc13\updates.20100410.2350.txt,2350,4676,2770,1547,852,10,0,62,-47,394,-217,622,100,142,4,368,0,36,8,0,0,0,29,0
742,china8april2010from1550to1610/rrcc13\updates.20100411.2400.txt,2400,2802,-1874,933,-614,12,2,75,13,395,1,311,49,118,3,326,0,40,8,0,0,2,45,0
743,china8april2010from1550to1610/rrcc13\updates.20100411.2410.txt,2410,1645,-1157,703,-230,11,-1,71,-4,306,-89,213,33,70,2,274,0,42,9,0,0,0,34,0
744,china8april2010from1550to1610/rrcc13\updates.20100411.2420.txt,2420,2956,1311,1146,443,11,0,105,34,486,180,372,39,130,3,452,0,50,10,0,0,1,67,0
745,china8april2010from1550to1610/rrcc13\updates.20100411.2430.txt,2430,2459,-497,951,-195,10,-1,68,-37,384,-102,341,50,124,3,357,0,40,9,0,0,0,34,0
746,china8april2010from1550to1610/rrcc13\updates.20100411.2445.txt,2445,1083,-1376,599,-352,11,1,47,-21,233,-151,152,35,40,2,205,0,25,10,0,0,1,18,0
747,china8april2010from1550to1610/rrcc13\updates.20100411.2500.txt,2500,1697,614,740,141,10,-1,76,29,316,83,243,32,69,2,281,0,44,9,0,0,0,43,0
748,china8april2010from1550to1610/rrcc13\updates.20100411.2530.txt,2530,3213,1516,1039,299,10,0,94,18,728,412,425,45,158,6,700,0,66,9,0,0,0,58,0
749,china8april2010from1550to1610/rrcc13\updates.20100411.2545.txt,2545,2590,-623,944,-95,11,1,87,-7,335,-393,321,40,103,2,302,0,58,9,0,0,1,44,0
750,china8april2010from1550to1610/rrcc13\updates.20100411.2600.txt,2600,2416,-174,898,-46,11,0,69,-18,352,17,301,48,84,3,308,0,39,10,0,0,1,36,0
751,china8april2010from1550to1610/rrcc13\updates.20100411.2615.txt,2615,1647,-769,815,-83,10,-1,82,13,357,5,246,30,79,2,328,0,50,10,0,0,0,45,0
752,china8april2010from1550to1610/rrcc13\updates.20100411.2630.txt,2630,7348,5701,948,133,10,0,587,505,4079,3722,829,14,717,6,4043,0,557,10,0,0,0,550,0
753,china8april2010from1550to1610/rrcc13\updates.20100411.2700.txt,2700,1530,-5818,943,-5,10,0,72,-515,434,-3645,247,34,72,2,396,0,38,10,0,0,0,37,0
754,china8april2010from1550to1610/rrcc11\updates.20100408.0100.txt,100,4192,586,600,-82,11,-1,112,20,352,-13,435,42,178,3,261,0,69,8,0,0,0,71,0
755,china8april2010from1550to1610/rrcc11\updates.20100408.0200.txt,200,8624,4432,637,37,13,2,1456,1344,5824,5472,712,6,505,4,5741,0,1424,10,0,0,2,1409,0
756,china8april2010from1550to1610/rrcc11\updates.20100408.0300.txt,300,4850,-3774,487,-150,12,-1,112,-1344,538,-5286,444,47,168,5,473,0,82,9,0,0,0,66,0
757,china8april2010from1550to1610/rrcc11\updates.20100408.0400.txt,400,17872,13022,531,44,13,1,2461,2349,11027,10489,1415,7,1156,4,10943,0,2404,11,0,0,1,2402,0
758,china8april2010from1550to1610/rrcc11\updates.20100408.0500.txt,500,3123,-14749,652,121,12,-1,120,-2341,381,-10646,314,31,111,3,319,0,88,10,0,0,0,67,0
759,china8april2010from1550to1610/rrcc11\updates.20100408.0600.txt,600,16576,13453,741,89,14,2,955,835,4096,3715,1236,18,611,4,4029,0,911,12,0,0,2,905,0
760,china8april2010from1550to1610/rrcc11\updates.20100408.0700.txt,700,5810,-10766,815,74,13,-1,257,-698,1452,-2644,509,25,244,5,1392,0,216,11,0,0,1,211,0
761,china8april2010from1550to1610/rrcc11\updates.20100408.0800.txt,800,4627,-1183,566,-249,12,-1,258,1,1423,-29,432,20,227,5,1375,0,219,10,0,0,0,220,0
762,china8april2010from1550to1610/rrcc11\updates.20100408.0900.txt,900,6150,1523,884,318,12,0,186,-72,699,-724,586,37,204,4,641,0,141,9,0,0,0,135,0
763,china8april2010from1550to1610/rrcc11\updates.20100408.1000.txt,1000,3839,-2311,759,-125,15,3,250,64,720,21,306,18,157,2,629,0,139,13,0,0,3,196,0
764,china8april2010from1550to1610/rrcc11\updates.20100408.1100.txt,1100,4349,510,749,-10,13,-2,203,-47,462,-258,392,25,159,2,399,0,145,11,0,0,0,149,0
765,china8april2010from1550to1610/rrcc11\updates.20100408.1200.txt,1200,34604,30255,1215,466,14,1,1068,865,3777,3315,2558,33,931,3,3723,0,1017,12,0,0,1,1005,0
766,china8april2010from1550to1610/rrcc11\updates.20100408.1300.txt,1300,2554,-32050,361,-854,12,-2,117,-951,356,-3421,242,24,113,3,339,0,91,11,0,0,0,69,0
767,china8april2010from1550to1610/rrcc11\updates.20100408.1400.txt,1400,4330,1776,708,347,14,2,145,28,547,191,359,34,180,4,502,0,108,9,0,0,2,101,0
768,china8april2010from1550to1610/rrcc11\updates.20100408.1500.txt,1500,3991,-339,679,-29,13,-1,157,12,512,-35,359,29,166,3,474,0,122,8,0,0,1,122,0
769,china8april2010from1550to1610/rrcc11\updates.20100408.1505.txt,1505,2157,-1834,348,-331,14,1,112,-45,371,-141,178,22,73,3,330,0,83,12,0,0,2,54,0
770,china8april2010from1550to1610/rrcc11\updates.20100408.1510.txt,1510,3545,1388,426,78,14,0,259,147,1379,1008,283,15,163,5,1344,0,225,11,0,0,0,202,0
771,china8april2010from1550to1610/rrcc11\updates.20100408.1515.txt,1515,3131,-414,388,-38,12,-2,153,-106,547,-832,293,23,127,3,525,0,123,8,0,0,1,63,0
772,china8april2010from1550to1610/rrcc11\updates.20100408.1520.txt,1520,2188,-943,321,-67,12,0,107,-46,232,-315,209,23,100,2,202,0,74,8,0,0,1,47,0
773,china8april2010from1550to1610/rrcc11\updates.20100408.1525.txt,1525,3700,1512,623,302,14,2,150,43,486,254,308,28,141,3,451,1,114,11,1,1,2,108,1
774,china8april2010from1550to1610/rrcc11\updates.20100408.1530.txt,1530,5565,1865,1641,1018,12,-2,115,-35,409,-77,600,62,203,3,387,0,86,10,0,0,0,52,1
775,china8april2010from1550to1610/rrcc11\updates.20100408.1535.txt,1535,4034,-1531,680,-961,13,1,129,14,518,109,362,36,177,4,456,0,91,9,0,0,1,63,1
776,china8april2010from1550to1610/rrcc11\updates.20100408.1540.txt,1540,2228,-1806,427,-253,13,0,102,-27,186,-332,204,26,69,2,151,0,64,11,0,0,1,51,1
777,china8april2010from1550to1610/rrcc11\updates.20100408.1550.txt,1550,16783,14555,894,467,13,0,291,189,7901,7715,1359,60,1090,28,7870,0,244,12,0,0,1,250,1
778,china8april2010from1550to1610/rrcc11\updates.20100408.1555.txt,1555,56585,39802,12249,11355,14,1,538,247,15137,7236,4916,127,2916,29,15089,0,407,11,0,0,2,343,1
779,china8april2010from1550to1610/rrcc11\updates.20100408.1600.txt,1600,49395,-7190,39988,27739,14,0,856,318,17595,2458,6384,104,2804,22,17549,0,707,12,0,0,1,520,1
780,china8april2010from1550to1610/rrcc11\updates.20100408.1605.txt,1605,26195,-23200,9556,-30432,14,0,567,-289,10063,-7532,2553,63,1031,10,10025,0,466,12,0,0,1,324,0
781,china8april2010from1550to1610/rrcc11\updates.20100408.1610.txt,1610,5831,-20364,953,-8603,13,-1,337,-230,1066,-8997,521,20,225,3,1035,0,303,12,0,0,0,226,0
782,china8april2010from1550to1610/rrcc11\updates.20100408.1615.txt,1615,16961,11130,1282,329,12,-1,371,34,3825,2759,1520,49,1017,10,3794,0,312,9,0,0,0,189,0
783,china8april2010from1550to1610/rrcc11\updates.20100408.1620.txt,1620,10642,-6319,641,-641,13,1,288,-83,4697,872,867,39,700,17,4672,0,247,9,0,0,2,118,0
784,china8april2010from1550to1610/rrcc11\updates.20100408.1625.txt,1625,26302,15660,860,219,13,0,255,-33,4468,-229,2089,106,1318,18,4428,0,219,10,0,0,2,86,0
785,china8april2010from1550to1610/rrcc11\updates.20100408.1630.txt,1630,9410,-16892,1434,574,12,-1,261,6,3705,-763,903,41,526,14,3679,0,213,10,0,0,0,101,0
786,china8april2010from1550to1610/rrcc11\updates.20100408.1635.txt,1635,10146,736,736,-698,15,3,265,4,4335,630,725,41,549,17,4313,0,224,11,0,0,3,113,0
787,china8april2010from1550to1610/rrcc11\updates.20100408.1640.txt,1640,3750,-6396,669,-67,12,-3,122,-143,413,-3922,368,36,163,3,386,0,78,8,0,0,0,60,0
788,china8april2010from1550to1610/rrcc11\updates.20100408.1645.txt,1645,3498,-252,881,212,13,1,129,7,553,140,336,33,129,4,538,0,96,9,0,0,1,84,0
789,china8april2010from1550to1610/rrcc11\updates.20100408.1650.txt,1650,3666,168,667,-214,12,-1,141,12,550,-3,361,30,173,4,519,0,101,9,0,0,0,54,0
790,china8april2010from1550to1610/rrcc11\updates.20100408.1655.txt,1655,3016,-650,284,-383,14,2,113,-28,348,-202,235,29,105,3,319,0,83,9,0,0,2,50,0
791,china8april2010from1550to1610/rrcc11\updates.20100408.1700.txt,1700,3717,701,780,496,11,-3,139,26,483,135,408,32,187,3,454,0,95,9,0,0,0,94,0
792,china8april2010from1550to1610/rrcc11\updates.20100408.1800.txt,1800,10898,7181,1422,642,13,2,136,-3,2778,2295,947,90,349,22,2746,0,97,9,0,0,2,91,0
793,china8april2010from1550to1610/rrcc11\updates.20100408.1900.txt,1900,1728,-9170,311,-1111,14,1,95,-41,193,-2585,145,21,54,2,176,0,67,9,0,0,2,61,0
794,china8april2010from1550to1610/rrcc11\updates.20100408.2000.txt,2000,7904,6176,924,613,12,-2,170,75,698,505,735,51,312,4,656,0,122,10,0,0,0,140,0
795,china8april2010from1550to1610/rrcc11\updates.20100408.2100.txt,2100,2790,-5114,596,-328,13,1,130,-40,309,-389,260,26,113,2,272,0,95,10,0,0,1,91,0
796,china8april2010from1550to1610/rrcc11\updates.20100408.2200.txt,2200,4291,1501,640,44,12,-1,375,245,1099,790,410,13,186,3,1053,1,317,10,1,1,0,337,0
797,china8april2010from1550to1610/rrcc11\updates.20100408.2205.txt,2205,6245,1954,610,-30,12,0,227,-148,586,-513,571,30,167,2,538,0,188,12,0,0,0,149,0
798,china8april2010from1550to1610/rrcc11\updates.20100408.2210.txt,2210,3571,-2674,537,-73,12,0,132,-95,312,-274,342,31,136,2,273,0,85,9,0,0,0,70,0
799,china8april2010from1550to1610/rrcc11\updates.20100408.2215.txt,2215,1626,-1945,291,-246,12,0,90,-42,171,-141,159,21,62,2,139,0,61,9,0,0,0,38,0
800,china8april2010from1550to1610/rrcc11\updates.20100408.2220.txt,2220,10508,8882,571,280,12,0,191,101,3162,2991,923,58,795,17,3137,0,158,10,0,0,0,142,0
801,china8april2010from1550to1610/rrcc11\updates.20100408.2225.txt,2225,2253,-8255,411,-160,12,0,160,-31,456,-2706,222,16,96,2,415,0,128,9,0,0,0,120,0
802,china8april2010from1550to1610/rrcc11\updates.20100408.2300.txt,2300,2649,396,487,76,13,1,178,18,826,370,241,17,143,5,793,0,137,10,0,0,2,145,0
803,china8april2010from1550to1610/rrcc11\updates.20100408.2330.txt,2330,6196,3547,1452,965,12,-1,120,-58,770,-56,637,63,346,6,735,0,87,9,0,0,1,86,0
804,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.0100.txt,100,164557,120919,3196,2315,20,0,14221,13927,112367,110795,8387,11,5979,7,111394,30,14113,17,6,1,0,14068,0
805,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.0200.txt,200,399111,234554,3814,618,21,1,25547,11326,220492,108125,19186,15,10880,8,219468,52,25413,17,17,1,1,18711,0
806,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.0300.txt,300,58277,-340834,3195,-619,20,-1,1180,-24367,9126,-211366,3073,52,750,7,8193,13,1069,16,6,2,0,692,0
807,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.0400.txt,400,44906,-13371,2486,-709,20,0,324,-856,1833,-7293,2369,146,383,6,893,0,206,16,0,0,0,178,0
808,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.0500.txt,500,42222,-2684,1676,-810,20,0,420,96,2445,612,2194,104,375,6,1528,0,296,16,0,0,0,279,0
809,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.0600.txt,600,43901,1679,2975,1299,20,0,421,1,2368,-77,2343,111,414,5,1439,5,305,16,1,2,0,271,0
810,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.0700.txt,700,40495,-3406,1359,-1616,20,0,232,-189,1504,-864,2092,180,206,7,598,1,122,15,1,1,0,95,0
811,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.0800.txt,800,39343,-1152,2297,938,20,0,264,32,1627,123,2082,157,332,6,701,1,153,16,1,1,0,127,0
812,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.0900.txt,900,30383,-8960,1355,-942,20,0,237,-27,1284,-343,1586,133,184,5,387,0,127,15,0,0,0,101,0
813,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1000.txt,1000,96331,65948,6678,5323,20,0,2233,1996,14583,13299,5150,46,1620,6,13643,5,2086,16,3,2,0,2104,0
814,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1045.txt,1045,53661,-42670,2783,-3895,20,0,600,-1633,4897,-9686,2822,94,623,8,3978,1,490,16,1,1,0,433,0
815,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1050.txt,1050,278474,224813,28235,25452,20,0,2216,1616,17717,12820,15335,138,3601,8,16802,1,2087,17,1,1,0,1953,0
816,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1055.txt,1055,71144,-207330,1386,-26849,20,0,2079,-137,16160,-1557,3626,34,1422,7,15240,0,1975,16,0,0,0,80,0
817,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1100.txt,1100,46860,-24284,2206,820,20,0,286,-1793,1882,-14278,2453,171,427,7,961,0,174,15,0,0,0,113,1
818,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1105.txt,1105,59868,13008,2831,625,20,0,659,373,5351,3469,3134,95,675,8,4442,0,545,16,0,0,0,476,1
819,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1110.txt,1110,744623,684755,25784,22953,20,0,35266,34607,377202,371851,38520,21,26024,10,375723,101,35112,19,21,5,0,34721,1
820,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1115.txt,1115,615265,-129358,25221,-563,20,0,24836,-10430,254029,-123173,32024,25,16792,10,252756,8,24698,19,4,2,0,5253,1
821,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1120.txt,1120,716618,101353,23584,-1637,20,0,32970,8134,291794,37765,37010,22,20316,8,290292,18,32651,20,5,4,0,16234,1
822,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1125.txt,1125,386583,-330035,10455,-13129,20,0,24589,-8381,205400,-86394,19851,16,12425,8,204095,1,24456,18,1,1,0,6874,1
823,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1130.txt,1130,176481,-210102,2231,-8224,20,0,12702,-11887,94099,-111301,8935,14,5793,7,93124,0,12610,19,0,0,0,5644,1
824,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1135.txt,1135,462543,286062,2847,616,20,0,30489,17787,315636,221537,23269,15,19602,10,314303,0,30375,14,0,0,0,19547,0
825,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1140.txt,1140,244812,-217731,3338,491,20,0,13919,-16570,115972,-199664,12407,17,7784,8,114854,0,13777,16,0,0,0,3875,0
826,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1145.txt,1145,183982,-60830,1563,-1775,20,0,12188,-1731,107517,-8455,9277,15,6519,8,106375,0,12080,16,0,0,0,7305,0
827,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1150.txt,1150,87955,-96027,1174,-389,20,0,7666,-4522,51555,-55962,4456,11,2843,6,50608,0,7565,19,0,0,0,4878,0
828,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1155.txt,1155,151974,64019,6523,5349,20,0,8500,834,75712,24157,7924,18,4400,8,74712,0,8394,13,0,0,0,5971,0
829,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1200.txt,1200,94830,-57144,2696,-3827,20,0,8240,-260,57692,-18020,4876,11,3237,7,56704,8,8139,14,1,1,0,6051,0
830,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1300.txt,1300,48625,-46205,2054,-642,20,0,301,-7939,2113,-55579,2533,168,377,7,1191,0,192,18,0,0,0,98,0
831,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1400.txt,1400,49219,594,4758,2704,20,0,340,39,1818,-295,2698,158,373,5,885,0,224,16,0,0,0,187,0
832,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1500.txt,1500,46390,-2829,2640,-2118,20,0,250,-90,1487,-331,2451,196,323,6,569,0,146,16,0,0,0,101,0
833,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1600.txt,1600,42858,-3532,1526,-1114,20,0,268,18,1633,146,2219,165,287,6,699,0,162,16,0,0,0,126,0
834,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1700.txt,1700,58427,15569,4003,2477,20,0,491,223,3163,1530,3121,127,602,6,2248,0,387,17,0,0,0,326,0
835,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1800.txt,1800,49720,-8707,3096,-907,20,0,312,-179,2074,-1089,2640,169,447,7,1153,0,202,15,0,0,0,162,0
836,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.1900.txt,1900,29237,-20483,1618,-1478,20,0,263,-49,1444,-630,1542,117,161,5,546,0,159,15,0,0,0,122,0
837,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2000.txt,2000,37593,8356,1899,281,20,0,230,-33,1329,-115,1974,171,216,6,403,0,117,16,0,0,0,93,0
838,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2100.txt,2100,38800,1207,1182,-717,20,0,328,98,1747,418,1999,121,270,5,846,0,218,16,0,0,0,202,0
839,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2200.txt,2200,35759,-3041,1087,-95,20,0,326,-2,1729,-18,1842,113,229,5,807,0,223,15,0,0,0,162,1
840,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2300.txt,2300,378495,342736,1246,159,20,0,41848,41522,350082,348353,18987,9,17733,8,348514,25,41732,16,3,1,0,41560,1
841,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2310.txt,2310,24409,-354086,1691,445,20,0,363,-41485,1970,-348112,1305,71,228,5,1076,0,257,16,0,0,0,45,0
842,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2315.txt,2315,93873,69464,5155,3464,20,0,3873,3510,31538,29568,4951,25,2555,8,30629,0,3780,17,0,0,0,3692,0
843,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2320.txt,2320,159633,65760,2931,-2224,20,0,15893,12020,131079,99541,8128,10,6846,8,130086,12,15808,16,2,1,0,13859,0
844,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2325.txt,2325,321819,162186,1114,-1817,20,0,34483,18590,302810,171731,16146,9,15485,8,301484,3,34374,16,2,1,0,26904,0
845,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2330.txt,2330,300696,-21123,1480,366,20,0,33650,-833,261307,-41503,15108,8,14320,7,259959,1,33542,14,1,1,0,18460,0
846,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2335.txt,2335,23851,-276845,1672,192,20,0,439,-33211,2159,-259148,1276,58,219,5,1255,0,333,14,0,0,0,100,0
847,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2340.txt,2340,26969,3118,1693,21,20,0,610,171,3475,1316,1433,46,334,5,2565,0,504,15,0,0,0,333,0
848,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2345.txt,2345,20548,-6421,2801,1108,20,0,584,-26,5139,1664,1167,39,318,6,4246,0,482,15,0,0,0,411,0
849,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2350.txt,2350,101294,80746,5598,2797,20,0,9745,9161,69545,64406,5344,10,3663,7,68509,0,9562,13,0,0,0,9278,0
850,Brazil21oct2017from1100to1117/rrcc15\updates.20171021.2355.txt,2355,24345,-76949,1766,-3832,20,0,238,-9507,1419,-68126,1305,109,243,6,524,0,130,17,0,0,0,60,0
851,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2400.txt,2400,29440,5095,1350,-416,20,0,291,53,1793,374,1539,105,397,6,870,0,186,16,0,0,0,120,0
852,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2415.txt,2415,81525,52085,6667,5317,20,0,1300,1009,11704,9911,4409,67,2602,9,10800,0,1104,16,0,0,0,1122,0
853,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2430.txt,2430,23249,-58276,1557,-5110,20,0,323,-977,2267,-9437,1240,76,382,7,1365,0,215,16,0,0,0,172,0
854,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2445.txt,2445,26445,3196,1457,-100,20,0,214,-109,1818,-449,1395,130,279,7,923,0,112,14,0,0,0,74,0
855,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2500.txt,2500,88951,62506,1555,98,20,0,6145,5931,35976,34158,4525,14,3050,5,35065,0,6044,17,0,0,0,5999,0
856,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2515.txt,2515,96351,7400,5583,4028,20,0,1163,-4982,17534,-18442,5096,87,2188,15,16639,0,1054,15,0,0,0,864,0
857,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2530.txt,2530,29245,-67106,2367,-3216,20,0,267,-896,1731,-15803,1580,118,324,7,835,0,163,16,0,0,0,117,0
858,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2545.txt,2545,19068,-10177,916,-1451,20,0,202,-65,1579,-152,999,98,193,8,692,0,105,15,0,0,0,65,0
859,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2600.txt,2600,36487,17419,3438,2522,20,0,232,30,1544,-35,1996,172,315,7,630,0,128,16,0,0,0,93,0
860,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2630.txt,2630,37728,1241,3499,61,20,0,309,77,1914,370,2061,133,390,6,1021,1,204,14,1,1,0,155,0
861,Brazil21oct2017from1100to1117/rrcc15\updates.20171022.2700.txt,2700,35181,-2547,3294,-205,20,0,340,31,1978,64,1923,113,373,6,1085,0,240,17,0,0,0,190,0
862,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.0100.txt,100,195668,119008,28688,23082,19,0,14378,7638,114715,75449,11808,15,6677,7,94754,2983,12623,17,569,14,0,10436,0
863,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.0200.txt,200,87835,-107833,10195,-18493,20,1,3147,-11231,19159,-95556,4901,31,2076,6,11620,1529,2152,19,346,19,1,2208,0
864,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.0300.txt,300,60971,-26864,10050,-145,19,-1,1475,-1672,9969,-9190,3737,48,1176,6,3332,18,616,16,8,6,0,147,0
865,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.0400.txt,400,54228,-6743,8464,-1586,19,0,756,-719,3622,-6347,3299,82,974,4,2100,24,393,18,7,7,0,322,0
866,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.0500.txt,500,37383,-16845,7032,-1432,20,1,446,-310,1666,-1956,2220,99,576,3,1176,11,241,17,6,4,1,203,0
867,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.0600.txt,600,93597,56214,9152,2120,20,0,1578,1132,12732,11066,5137,65,3328,8,11932,60,1014,14,18,9,1,1331,0
