,file_name,timestamp,updates_num,diff_updates_num,withdrawls_num,diff_withdrawls_num,peers_num,diff_peers_num,origins_num,diff_origins_num,prefixes_num,diff_prefixes_num,avg_update_per_peer,avg_update_per_origin,avg_prefix_per_peer,avg_prefix_per_origin,new_prefixes_num,more_specific_num,origins_of_new_prefixes,peers_of_new_prefixes,origins_of_more_specific_prefixes,peers_of_more_specific_prefixes,new_peers_num,new_origins_num,Leak_type
271,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.1815.txt,1815,37732,942,3505,-258,13,0,542,189,2588,917,3172,76,846,4,2292,0,447,13,0,0,0,353,0
272,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.1830.txt,1830,34713,-3019,3260,-245,15,2,428,-114,2335,-253,2531,88,684,5,2078,0,342,14,0,0,2,222,0
273,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.1845.txt,1845,35753,1040,3901,641,15,0,581,153,3647,1312,2643,68,1021,6,3342,0,485,13,0,0,1,343,0
274,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.1900.txt,1900,44049,8296,3201,-700,14,-1,539,-42,4521,874,3375,87,1197,8,3980,1,439,13,1,1,0,311,0
275,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.1915.txt,1915,30812,-13237,3377,176,15,1,425,-114,1775,-2746,2279,80,657,4,1394,1,329,13,1,1,1,231,0
276,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.1930.txt,1930,41448,10636,3594,217,15,0,473,48,2342,567,3002,95,925,4,1873,15,383,14,1,2,0,281,0
277,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.2001.txt,2001,36080,-5368,2669,-925,14,-1,651,178,3913,1571,2767,59,1014,6,3576,0,559,13,0,0,0,446,0
278,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.2030.txt,2030,24447,-11633,1996,-673,13,-1,413,-238,2055,-1858,2034,64,663,4,1753,0,331,13,0,0,0,252,0
279,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.2100.txt,2100,41518,17071,3585,1589,13,0,513,100,3979,1924,3469,87,1592,7,3632,0,425,13,0,0,0,353,0
280,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.2130.txt,2130,36210,-5308,2318,-1267,13,0,425,-88,3355,-624,2963,90,1146,7,2979,0,339,13,0,0,0,244,0
281,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.2201.txt,2201,41133,4923,6523,4205,15,2,622,197,3636,281,3177,76,1050,5,3100,0,518,14,0,0,2,411,0
282,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.2230.txt,2230,33593,-7540,3408,-3115,15,0,545,-77,2870,-766,2466,67,859,5,2363,0,453,14,0,0,1,315,0
283,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.2300.txt,2300,69685,36092,4829,1421,13,-2,2169,1624,7826,4956,5731,34,2102,3,7471,0,2086,13,0,0,0,1940,0
284,Amazon30june2015from5to6pm/routeviews-eqix\updates.20150630.2330.txt,2330,26474,-43211,2895,-1934,15,2,599,-1570,2906,-4920,1957,49,666,4,2427,0,496,13,0,0,2,422,0
285,Amazon30june2015from5to6pm/rrc00\updates.20150630.0030.txt,30,28333,-114,1034,-196,16,0,247,-165,2267,-1089,1835,118,620,9,424,32,112,16,2,2,0,95,0
286,Amazon30june2015from5to6pm/rrc00\updates.20150630.0100.txt,100,20417,-7916,1823,789,16,0,283,36,1501,-766,1390,78,452,5,988,9,185,16,4,5,0,186,0
287,Amazon30june2015from5to6pm/rrc00\updates.20150630.0130.txt,130,19207,-1210,1256,-567,16,0,254,-29,1581,80,1278,80,504,6,1112,0,177,16,0,0,0,152,0
288,Amazon30june2015from5to6pm/rrc00\updates.20150630.0200.txt,200,13099,-6108,1856,600,16,0,220,-34,977,-604,934,67,311,4,557,0,135,16,0,0,0,121,0
289,Amazon30june2015from5to6pm/rrc00\updates.20150630.0230.txt,230,40885,27786,1573,-283,16,0,445,225,3296,2319,2653,95,965,7,1185,0,300,16,0,0,0,347,0
290,Amazon30june2015from5to6pm/rrc00\updates.20150630.0300.txt,300,38425,-2460,4099,2526,16,0,391,-54,2743,-553,2657,108,815,7,1061,0,259,16,0,0,0,216,0
291,Amazon30june2015from5to6pm/rrc00\updates.20150630.0330.txt,330,22654,-15771,2545,-1554,16,0,385,-6,2398,-345,1574,65,733,6,1924,0,307,16,0,0,0,284,0
292,Amazon30june2015from5to6pm/rrc00\updates.20150630.0400.txt,400,26413,3759,1913,-632,16,0,414,29,3017,619,1770,68,788,7,1275,1,272,16,1,1,0,316,1
293,Amazon30june2015from5to6pm/rrc00\updates.20150630.0430.txt,430,152984,126571,4649,2736,16,0,13158,12744,96406,93389,9852,11,7372,7,94631,221,12929,16,38,6,0,12826,1
294,Amazon30june2015from5to6pm/rrc00\updates.20150630.0500.txt,500,26391,-126593,3030,-1619,16,0,460,-12698,2774,-93632,1838,63,666,6,2292,3,362,16,2,2,0,233,1
295,Amazon30june2015from5to6pm/rrc00\updates.20150630.0530.txt,530,22046,-4345,1953,-1077,16,0,671,211,4816,2042,1499,35,788,7,4333,0,572,16,0,0,0,508,0
296,Amazon30june2015from5to6pm/rrc00\updates.20150630.0600.txt,600,19219,-2827,1383,-570,16,0,342,-329,1972,-2844,1287,60,525,5,1614,10,270,16,3,2,0,226,0
297,Amazon30june2015from5to6pm/rrc00\updates.20150630.0630.txt,630,26711,7492,5127,3744,16,0,482,140,3222,1250,1989,66,600,6,2844,4,414,16,2,1,0,369,0
298,Amazon30june2015from5to6pm/rrc00\updates.20150630.0700.txt,700,47208,20497,4174,-953,16,0,849,367,9318,6096,3211,60,1314,11,7490,9,730,16,5,5,0,534,0
299,Amazon30june2015from5to6pm/rrc00\updates.20150630.0730.txt,730,30907,-16301,2702,-1472,16,0,524,-325,3653,-5665,2100,64,808,7,1776,1,382,16,1,1,0,345,0
300,Amazon30june2015from5to6pm/rrc00\updates.20150630.0800.txt,800,26432,-4475,1689,-1013,16,0,458,-66,3558,-95,1757,61,760,8,1745,0,314,16,0,0,0,261,0
301,Amazon30june2015from5to6pm/rrc00\updates.20150630.0830.txt,830,30819,4387,1367,-322,16,0,441,-17,3380,-178,2011,72,866,7,1607,0,321,16,0,0,0,225,0
302,Amazon30june2015from5to6pm/rrc00\updates.20150630.0900.txt,900,36216,5397,2365,998,16,0,424,-17,3570,190,2411,90,845,8,1880,19,318,16,1,1,0,258,0
303,Amazon30june2015from5to6pm/rrc00\updates.20150630.0930.txt,930,33559,-2657,1376,-989,16,0,581,157,3894,324,2183,60,776,6,2097,0,458,16,0,0,0,332,0
304,Amazon30june2015from5to6pm/rrc00\updates.20150630.1000.txt,1000,38040,4481,1947,571,16,0,371,-210,3046,-848,2499,107,850,8,1267,0,252,16,0,0,0,183,0
305,Amazon30june2015from5to6pm/rrc00\updates.20150630.1030.txt,1030,50571,12531,6136,4189,16,0,422,51,4668,1622,3544,134,1295,11,2976,8,316,16,5,4,0,246,0
306,Amazon30june2015from5to6pm/rrc00\updates.20150630.1100.txt,1100,57527,6956,2900,-3236,16,0,548,126,4828,160,3776,110,1269,9,2853,106,394,16,3,3,0,367,0
307,Amazon30june2015from5to6pm/rrc00\updates.20150630.1130.txt,1130,45016,-12511,2780,-120,16,0,521,-27,4024,-804,2987,91,1038,7,2218,0,375,16,0,0,0,313,0
308,Amazon30june2015from5to6pm/rrc00\updates.20150630.1200.txt,1200,49335,4319,1779,-1001,16,0,366,-155,3797,-227,3194,139,1061,10,2074,0,250,16,0,0,0,218,0
309,Amazon30june2015from5to6pm/rrc00\updates.20150630.1230.txt,1230,55504,6169,2425,646,16,0,822,456,10230,6433,3620,70,1456,12,8421,0,697,16,0,0,0,622,0
310,Amazon30june2015from5to6pm/rrc00\updates.20150630.1300.txt,1300,18101,-37403,2105,-320,16,0,275,-547,1283,-8947,1262,73,412,4,928,0,205,16,0,0,0,161,0
311,Amazon30june2015from5to6pm/rrc00\updates.20150630.1330.txt,1330,43074,24973,1398,-707,16,0,471,196,4015,2732,2779,94,1212,8,3609,14,390,16,2,4,0,348,0
312,Amazon30june2015from5to6pm/rrc00\updates.20150630.1400.txt,1400,49563,6489,2882,1484,16,0,426,-45,2376,-1639,3277,123,1145,5,2159,0,348,16,0,0,0,308,0
313,Amazon30june2015from5to6pm/rrc00\updates.20150630.1430.txt,1430,97933,48370,4102,1220,16,0,403,-23,2333,-43,6377,253,1096,6,2028,3,308,16,1,1,0,236,0
314,Amazon30june2015from5to6pm/rrc00\updates.20150630.1500.txt,1500,11937,-85996,2067,-2035,16,0,252,-151,1181,-1152,875,55,269,3,899,0,173,16,0,0,0,114,0
315,Amazon30june2015from5to6pm/rrc00\updates.20150630.1530.txt,1530,21670,9733,1443,-624,16,0,479,227,5563,4382,1444,48,793,11,5422,0,419,16,0,0,0,368,0
316,Amazon30june2015from5to6pm/rrc00\updates.20150630.1600.txt,1600,23884,2214,1726,283,16,0,410,-69,3131,-2432,1600,62,686,7,2976,9,347,16,2,2,0,312,0
317,Amazon30june2015from5to6pm/rrc00\updates.20150630.1630.txt,1630,24986,1102,2569,843,16,0,379,-31,2753,-378,1722,72,694,7,2403,0,303,16,0,0,0,150,0
318,Amazon30june2015from5to6pm/rrc00\updates.20150630.1700.txt,1700,20945,-4041,970,-1599,16,0,782,403,4904,2151,1369,28,569,6,4747,2,711,16,2,2,0,653,0
319,Amazon30june2015from5to6pm/rrc00\updates.20150630.1715.txt,1715,11241,-9704,919,-51,16,0,367,-415,1414,-3490,760,33,302,3,1216,0,305,16,0,0,0,232,0
320,Amazon30june2015from5to6pm/rrc00\updates.20150630.1725.txt,1725,14648,3407,1659,740,16,0,288,-79,1636,222,1019,56,334,5,1310,0,198,16,0,0,0,168,0
321,Amazon30june2015from5to6pm/rrc00\updates.20150630.1730.txt,1730,11968,-2680,1056,-603,16,0,198,-90,1050,-586,814,65,299,5,737,2,140,16,1,1,0,75,0
322,Amazon30june2015from5to6pm/rrc00\updates.20150630.1740.txt,1740,11684,-284,1087,31,16,0,302,104,2271,1221,798,42,370,7,1942,0,246,16,0,0,0,209,0
323,Amazon30june2015from5to6pm/rrc00\updates.20150630.1745.txt,1745,14920,3236,1319,232,16,0,248,-54,1803,-468,1014,65,412,7,1519,0,186,16,0,0,0,142,0
324,Amazon30june2015from5to6pm/rrc00\updates.20150630.1750.txt,1750,19070,4150,1601,282,16,0,264,16,1319,-484,1291,78,487,5,1186,2,207,16,1,1,0,115,0
325,Amazon30june2015from5to6pm/rrc00\updates.20150630.1755.txt,1755,18720,-350,1560,-41,16,0,325,61,1669,350,1267,62,457,5,1375,0,242,16,0,0,0,177,0
326,Amazon30june2015from5to6pm/rrc00\updates.20150630.1800.txt,1800,12248,-6472,1599,39,16,0,286,-39,1420,-249,865,48,307,5,1242,0,233,16,0,0,0,146,0
327,Amazon30june2015from5to6pm/rrc00\updates.20150630.1805.txt,1805,16582,4334,1425,-174,16,0,268,-18,1292,-128,1125,67,368,5,938,0,190,16,0,0,0,136,0
328,Amazon30june2015from5to6pm/rrc00\updates.20150630.1810.txt,1810,14766,-1816,1399,-26,16,0,226,-42,958,-334,1010,71,356,4,747,0,171,16,0,0,0,79,0
329,Amazon30june2015from5to6pm/rrc00\updates.20150630.1815.txt,1815,20459,5693,2434,1035,16,0,364,138,1647,689,1430,62,421,4,1389,0,301,16,0,0,0,229,0
330,Amazon30june2015from5to6pm/rrc00\updates.20150630.1820.txt,1820,14760,-5699,1283,-1151,16,0,268,-96,1317,-330,1002,59,307,5,1081,1,210,16,1,1,0,118,0
331,Amazon30june2015from5to6pm/rrc00\updates.20150630.1825.txt,1825,14561,-199,1163,-120,16,0,401,133,1982,665,982,39,372,5,1704,0,322,16,0,0,0,243,0
332,Amazon30june2015from5to6pm/rrc00\updates.20150630.1830.txt,1830,14031,-530,1267,104,16,0,308,-93,1524,-458,956,49,341,5,1228,0,221,16,0,0,0,136,0
333,Amazon30june2015from5to6pm/rrc00\updates.20150630.1835.txt,1835,13900,-131,2394,1127,16,0,299,-9,1602,78,1018,54,340,5,1437,0,221,16,0,0,0,133,0
334,Amazon30june2015from5to6pm/rrc00\updates.20150630.1840.txt,1840,17559,3659,1430,-964,16,0,269,-30,1751,149,1186,70,446,6,1397,0,196,16,0,0,0,87,0
335,Amazon30june2015from5to6pm/rrc00\updates.20150630.1845.txt,1845,19712,2153,1763,333,16,0,353,84,2166,415,1342,60,589,6,1971,0,298,16,0,0,0,199,0
336,Amazon30june2015from5to6pm/rrc00\updates.20150630.1850.txt,1850,16385,-3327,2317,554,16,0,256,-97,1532,-634,1168,73,426,6,1425,0,197,16,0,0,0,115,0
337,Amazon30june2015from5to6pm/rrc00\updates.20150630.1855.txt,1855,9226,-7159,940,-1377,16,0,219,-37,841,-691,635,46,255,3,723,0,169,16,0,0,0,94,0
338,Amazon30june2015from5to6pm/rrc00\updates.20150630.1900.txt,1900,19066,9840,1619,679,16,0,288,69,1467,626,1292,71,478,5,1212,0,205,16,0,0,0,157,0
339,Amazon30june2015from5to6pm/rrc00\updates.20150630.1930.txt,1930,17794,-1272,1875,256,16,0,309,21,1415,-52,1229,63,449,4,1125,0,221,16,0,0,0,167,0
340,Amazon30june2015from5to6pm/rrc00\updates.20150630.2000.txt,2000,14990,-2804,1332,-543,16,0,279,-30,1844,429,1020,58,509,7,1558,0,223,16,0,0,0,174,0
341,Amazon30june2015from5to6pm/rrc00\updates.20150630.2030.txt,2030,13564,-1426,1396,64,16,0,267,-12,1382,-462,935,56,367,5,1207,0,204,16,0,0,0,160,0
342,Amazon30june2015from5to6pm/rrc00\updates.20150630.2100.txt,2100,16349,2785,1990,594,16,0,262,-5,1771,389,1146,69,544,7,1631,0,190,16,0,0,0,154,0
343,Amazon30june2015from5to6pm/rrc00\updates.20150630.2130.txt,2130,23132,6783,1202,-788,16,0,334,72,2247,476,1520,72,672,7,2021,1,269,16,1,1,0,223,0
344,Amazon30june2015from5to6pm/rrc00\updates.20150630.2200.txt,2200,16741,-6391,1493,291,16,0,369,35,1392,-855,1139,49,407,3,1061,0,302,16,0,0,0,251,0
345,Amazon30june2015from5to6pm/rrc00\updates.20150630.2230.txt,2230,15222,-1519,1975,482,16,0,258,-111,1448,56,1074,66,351,5,1189,0,201,16,0,0,0,142,0
346,Amazon30june2015from5to6pm/rrc00\updates.20150630.2300.txt,2300,31554,16332,2249,274,16,0,1632,1374,5371,3923,2112,20,942,3,5130,0,1540,16,0,0,0,1515,0
347,Amazon30june2015from5to6pm/rrc00\updates.20150630.2330.txt,2330,10274,-21280,1419,-830,16,0,238,-1394,1055,-4316,730,49,251,4,829,5,183,16,1,1,0,115,0
348,Google12March2015from9to915/rcc13\updates.20150312.0030.txt,30,19224,-9504,1577,-83,12,0,352,-159,1488,-1247,1733,59,379,4,523,0,105,12,0,0,1,101,0
349,Google12March2015from9to915/rcc13\updates.20150312.0100.txt,100,28648,9424,2621,1044,12,0,394,42,1568,80,2605,79,460,4,737,0,160,11,0,0,1,159,0
350,Google12March2015from9to915/rcc13\updates.20150312.0130.txt,130,30730,2082,2717,96,11,-1,473,79,2405,837,3040,70,761,5,1191,2,210,11,1,1,0,234,0
351,Google12March2015from9to915/rcc13\updates.20150312.0200.txt,200,30796,66,2906,189,11,0,424,-49,1870,-535,3063,79,741,4,1104,0,180,11,0,0,0,154,0
352,Google12March2015from9to915/rcc13\updates.20150312.0230.txt,230,25440,-5356,1945,-961,11,0,359,-65,1206,-664,2489,76,346,3,513,0,141,11,0,0,0,107,0
353,Google12March2015from9to915/rcc13\updates.20150312.0300.txt,300,36124,10684,2535,590,11,0,501,142,2932,1726,3514,77,1054,5,2206,0,280,11,0,0,0,269,0
354,Google12March2015from9to915/rcc13\updates.20150312.0330.txt,330,31031,-5093,3151,616,11,0,466,-35,2069,-863,3107,73,658,4,1377,0,255,11,0,0,0,241,0
355,Google12March2015from9to915/rcc13\updates.20150312.0400.txt,400,29636,-1395,3067,-84,11,0,442,-24,2015,-54,2973,73,725,4,1319,0,232,11,0,0,0,199,0
356,Google12March2015from9to915/rcc13\updates.20150312.0430.txt,430,35804,6168,2122,-945,12,1,665,223,3542,1527,3160,57,866,5,2845,38,448,12,5,2,1,437,0
357,Google12March2015from9to915/rcc13\updates.20150312.0500.txt,500,30714,-5090,2766,644,12,0,446,-219,1818,-1724,2790,75,540,4,1142,0,232,12,0,0,1,200,0
358,Google12March2015from9to915/rcc13\updates.20150312.0530.txt,530,39879,9165,3376,610,11,-1,401,-45,2570,752,3932,107,1053,6,1889,1,191,10,1,1,0,161,0
359,Google12March2015from9to915/rcc13\updates.20150312.0600.txt,600,31294,-8585,2687,-689,13,2,409,8,2164,-406,2613,83,565,5,1428,2,180,12,1,1,2,168,0
360,Google12March2015from9to915/rcc13\updates.20150312.0630.txt,630,33993,2699,2334,-353,12,-1,475,66,3152,988,3027,76,763,6,2458,0,263,11,0,0,0,234,0
361,Google12March2015from9to915/rcc13\updates.20150312.0700.txt,700,27381,-6612,2542,208,12,0,490,15,1812,-1340,2493,61,620,3,1137,0,266,12,0,0,0,239,0
362,Google12March2015from9to915/rcc13\updates.20150312.0730.txt,730,23454,-3927,1757,-785,13,1,378,-112,1417,-395,1939,66,411,3,739,0,163,11,0,0,1,122,0
363,Google12March2015from9to915/rcc13\updates.20150312.0800.txt,800,32110,8656,2901,1144,12,-1,455,77,1867,450,2917,76,698,4,1158,86,230,11,1,4,0,212,0
364,Google12March2015from9to915/rcc13\updates.20150312.0830.txt,830,40108,7998,2212,-689,12,0,659,204,2801,934,3526,64,1108,4,2108,0,442,12,0,0,0,424,1
365,Google12March2015from9to915/rcc13\updates.20150312.0840.txt,840,26627,-13481,2541,329,11,-1,375,-284,1423,-1378,2651,77,406,3,661,0,150,11,0,0,0,119,1
366,Google12March2015from9to915/rcc13\updates.20150312.0850.txt,850,29552,2925,1963,-578,12,1,448,73,1807,384,2626,70,576,4,1132,1,229,12,1,1,1,208,1
367,Google12March2015from9to915/rcc13\updates.20150312.0855.txt,855,27269,-2283,1930,-33,11,-1,740,292,2902,1095,2654,39,771,3,2226,3,526,11,2,2,0,448,1
368,Google12March2015from9to915/rcc13\updates.20150312.0900.txt,900,78431,51162,1883,-47,12,1,4617,3877,47017,44115,6692,17,4286,10,46182,95,4397,11,8,1,1,4286,1
369,Google12March2015from9to915/rcc13\updates.20150312.0905.txt,905,84958,6527,1843,-40,11,-1,4642,25,46867,-150,7891,18,4680,10,45973,25,4445,11,2,2,0,155,1
370,Google12March2015from9to915/rcc13\updates.20150312.0910.txt,910,33345,-51613,2587,744,12,1,586,-4056,3557,-43310,2994,61,999,6,2830,3,364,12,3,1,1,207,1
371,Google12March2015from9to915/rcc13\updates.20150312.0915.txt,915,40125,6780,3605,1018,12,0,501,-85,2813,-744,3644,87,1189,5,1988,1,277,11,1,1,0,158,1
372,Google12March2015from9to915/rcc13\updates.20150312.0920.txt,920,44571,4446,4393,788,12,0,494,-7,2781,-32,4080,99,1261,5,1899,0,262,12,0,0,0,115,1
373,Google12March2015from9to915/rcc13\updates.20150312.0925.txt,925,47588,3017,2714,-1679,11,-1,3175,2681,18391,15610,4572,15,2297,5,17605,25,2957,11,5,2,0,2880,1
374,Google12March2015from9to915/rcc13\updates.20150312.0930.txt,930,93352,45764,3006,292,12,1,9221,6046,57817,39426,8029,10,6002,6,56888,107,8980,11,9,4,1,7270,1
375,Google12March2015from9to915/rcc13\updates.20150312.0935.txt,935,28925,-64427,2282,-724,12,0,465,-8756,2394,-55423,2600,67,745,5,1605,4,238,11,2,1,0,120,0
376,Google12March2015from9to915/rcc13\updates.20150312.0940.txt,940,24714,-4211,2159,-123,11,-1,424,-41,2206,-188,2443,63,544,5,1286,0,211,11,0,0,0,83,0
377,Google12March2015from9to915/rcc13\updates.20150312.0945.txt,945,31256,6542,3652,1493,14,3,481,57,2128,-78,2493,72,641,4,1435,0,264,13,0,0,3,224,0
378,Google12March2015from9to915/rcc13\updates.20150312.0950.txt,950,29858,-1398,2957,-695,13,-1,442,-39,2126,-2,2524,74,637,4,1374,0,216,12,0,0,0,153,0
379,Google12March2015from9to915/rcc13\updates.20150312.1000.txt,1000,23612,-6246,2475,-482,12,-1,398,-44,1846,-280,2173,65,584,4,1079,0,185,12,0,0,0,143,0
380,Google12March2015from9to915/rcc13\updates.20150312.1030.txt,1030,11012,-12600,1198,-1277,13,1,271,-127,1012,-834,939,45,364,3,897,0,199,13,0,0,2,166,0
381,Google12March2015from9to915/rcc13\updates.20150312.1100.txt,1100,11989,977,1249,51,11,-2,255,-16,1151,139,1203,51,499,4,1002,0,182,10,0,0,0,161,0
382,Google12March2015from9to915/rcc13\updates.20150312.1130.txt,1130,23489,11500,1768,519,11,0,681,426,8248,7097,2296,37,1388,12,8142,1,609,11,1,1,0,580,0
383,Google12March2015from9to915/rcc13\updates.20150312.1200.txt,1200,11758,-11731,1957,189,12,1,255,-426,991,-7257,1142,53,401,4,862,1,180,11,1,1,1,156,0
384,Google12March2015from9to915/rcc13\updates.20150312.1230.txt,1230,43131,31373,7109,5152,11,-1,654,399,8794,7803,4567,76,1230,13,8107,0,333,11,0,0,0,538,0
385,Google12March2015from9to915/rcc13\updates.20150312.1300.txt,1300,18117,-25014,2740,-4369,12,1,314,-340,1888,-6906,1738,66,734,6,1740,61,239,11,3,4,1,186,0
386,Google12March2015from9to915/rcc13\updates.20150312.1330.txt,1330,13633,-4484,1617,-1123,13,1,303,-11,1397,-491,1173,50,571,4,1265,0,238,13,0,0,1,182,0
387,Google12March2015from9to915/rcc13\updates.20150312.1400.txt,1400,20143,6510,2206,589,12,-1,368,65,1775,378,1862,60,815,4,1668,0,301,12,0,0,0,234,0
388,Google12March2015from9to915/rcc13\updates.20150312.1430.txt,1430,12491,-7652,2656,450,11,-1,246,-122,1132,-643,1377,61,514,4,1019,6,173,11,2,2,0,133,0
389,Google12March2015from9to915/rcc13\updates.20150312.1500.txt,1500,8866,-3625,1207,-1449,13,2,228,-18,962,-170,774,44,300,4,852,4,159,12,1,1,2,124,0
390,Google12March2015from9to915/rcc13\updates.20150312.1530.txt,1530,9041,175,1413,206,12,-1,200,-28,819,-143,871,52,288,4,682,0,133,11,0,0,0,116,0
391,Google12March2015from9to915/rcc13\updates.20150312.1600.txt,1600,13000,3959,1192,-221,11,-1,506,306,1881,1062,1290,28,509,3,1745,1,427,11,1,1,0,396,0
392,Google12March2015from9to915/rcc13\updates.20150312.1630.txt,1630,13426,426,1378,186,11,0,295,-211,1332,-549,1345,50,515,4,1205,0,220,11,0,0,0,160,0
393,Google12March2015from9to915/rcc13\updates.20150312.1700.txt,1700,23608,10182,1872,494,11,0,389,94,1336,4,2316,65,419,3,644,0,173,10,0,0,0,276,0
394,Google12March2015from9to915/rcc13\updates.20150312.1730.txt,1730,30102,6494,2121,249,12,1,355,-34,1320,-16,2685,90,414,3,634,0,145,12,0,0,1,108,0
395,Google12March2015from9to915/rcc13\updates.20150312.1800.txt,1800,43230,13128,3477,1356,12,0,510,155,2575,1255,3892,91,926,5,1862,0,285,10,0,0,1,249,0
396,Google12March2015from9to915/rcc13\updates.20150312.1830.txt,1830,28232,-14998,2785,-692,12,0,451,-59,1903,-672,2584,68,434,4,1210,0,235,11,0,0,1,126,0
397,Google12March2015from9to915/rcc13\updates.20150312.1900.txt,1900,24409,-3823,2262,-523,12,0,346,-105,1482,-421,2222,77,370,4,797,0,132,11,0,0,0,93,0
398,Google12March2015from9to915/rcc13\updates.20150312.1930.txt,1930,23714,-695,1859,-403,13,1,435,89,2020,538,1967,58,391,4,1325,0,224,11,0,0,1,197,0
399,Google12March2015from9to915/rcc13\updates.20150312.2000.txt,2000,10054,-13660,1463,-396,12,-1,250,-185,1081,-939,959,46,357,4,956,0,175,10,0,0,0,151,0
400,Google12March2015from9to915/rcc13\updates.20150312.2030.txt,2030,13828,3774,2068,605,12,0,255,5,1115,34,1324,62,464,4,984,1,182,12,1,1,0,154,0
401,Google12March2015from9to915/rcc13\updates.20150312.2100.txt,2100,53244,39416,4791,2723,12,0,612,357,4082,2967,4836,94,1858,6,3119,12,354,11,1,2,0,500,0
402,Google12March2015from9to915/rcc13\updates.20150312.2130.txt,2130,25120,-28124,2677,-2114,12,0,349,-263,1443,-2639,2316,79,422,4,724,0,140,11,0,0,0,102,0
403,Google12March2015from9to915/rcc13\updates.20150312.2200.txt,2200,26187,1067,1983,-694,11,-1,374,25,2067,624,2560,75,542,5,1365,1,162,11,1,1,0,138,0
404,Google12March2015from9to915/rcc13\updates.20150312.2230.txt,2230,25695,-492,1950,-33,12,1,395,21,2271,204,2303,69,433,5,1593,17,187,11,2,2,1,152,0
405,Google12March2015from9to915/rcc13\updates.20150312.2300.txt,2300,15999,-9696,1613,-337,11,-1,247,-148,1287,-984,1601,71,667,5,1010,0,129,9,0,0,0,155,0
406,Google12March2015from9to915/rcc13\updates.20150312.2330.txt,2330,25740,9741,2588,975,11,0,340,93,1435,148,2575,83,403,4,580,0,123,10,0,0,0,223,0
407,Moratel6Nov2012from230to3/rrc13\updates.20121106.0030.txt,30,14525,2870,1081,-560,9,0,497,152,5377,4144,1734,31,1218,10,4879,2,394,9,1,1,0,378,0
408,Moratel6Nov2012from230to3/rrc13\updates.20121106.0100.txt,100,6547,-7978,1114,33,9,0,208,-289,857,-4520,851,36,263,4,508,2,101,9,1,1,0,87,0
409,Moratel6Nov2012from230to3/rrc13\updates.20121106.0130.txt,130,12453,5906,1521,407,9,0,281,73,1267,410,1552,49,518,4,732,0,132,9,0,0,0,151,0
410,Moratel6Nov2012from230to3/rrc13\updates.20121106.0200.txt,200,46056,33603,1648,127,9,0,679,398,7563,6296,5300,70,2484,11,7124,0,572,9,0,0,0,547,1
411,Moratel6Nov2012from230to3/rrc13\updates.20121106.0210.txt,210,11282,-34774,1068,-580,9,0,319,-360,1831,-5732,1372,38,574,5,1586,0,217,9,0,0,0,200,1
412,Moratel6Nov2012from230to3/rrc13\updates.20121106.0220.txt,220,6807,-4475,1088,20,9,0,212,-107,867,-964,877,37,262,4,411,4,103,8,2,2,0,79,1
413,Moratel6Nov2012from230to3/rrc13\updates.20121106.0225.txt,225,10617,3810,898,-190,9,0,276,64,1371,504,1279,41,532,5,926,0,188,9,0,0,0,139,1
414,Moratel6Nov2012from230to3/rrc13\updates.20121106.0230.txt,230,10016,-601,1221,323,9,0,265,-11,1286,-85,1248,42,474,5,811,0,148,8,0,0,0,141,1
415,Moratel6Nov2012from230to3/rrc13\updates.20121106.0235.txt,235,16847,6831,1559,338,9,0,647,382,6586,5300,2045,28,1081,10,6141,5,555,9,1,1,0,465,1
416,Moratel6Nov2012from230to3/rrc13\updates.20121106.0240.txt,240,10144,-6703,1218,-341,10,1,346,-301,1538,-5048,1136,32,323,4,1116,30,224,9,1,1,1,203,1
417,Moratel6Nov2012from230to3/rrc13\updates.20121106.0245.txt,245,7426,-2718,1317,99,9,-1,194,-152,884,-654,971,45,266,4,407,0,94,9,0,0,0,56,1
418,Moratel6Nov2012from230to3/rrc13\updates.20121106.0250.txt,250,9717,2291,1145,-172,10,1,197,3,980,96,1086,55,373,5,511,0,91,9,0,0,1,63,1
419,Moratel6Nov2012from230to3/rrc13\updates.20121106.0255.txt,255,15366,5649,2283,1138,10,0,253,56,1601,621,1764,69,575,6,1197,0,148,10,0,0,0,134,1
420,Moratel6Nov2012from230to3/rrc13\updates.20121106.0300.txt,300,26074,10708,2924,641,9,-1,406,153,2891,1290,3222,71,1101,7,2410,0,295,9,0,0,0,201,1
421,Moratel6Nov2012from230to3/rrc13\updates.20121106.0305.txt,305,6506,-19568,956,-1968,9,0,169,-237,563,-2328,829,44,193,3,250,0,74,9,0,0,0,47,1
